Date,AGG,BTC,ETH,EURUSD,GBPUSD,USDJPY,SP500
2023-06-26,91.77081298828125,30271.130859375,1859.432861328125,1.0906671285629272,1.2729610204696655,143.54100036621094,4328.81982421875
2023-06-27,91.59358978271484,30688.1640625,1889.703369140625,1.091048002243042,1.2711971998214722,143.4600067138672,4378.41015625
2023-06-28,91.86410522460938,30086.24609375,1827.97119140625,1.0957223176956177,1.2744698524475098,143.8820037841797,4376.85986328125
2023-06-29,91.15518188476562,30445.3515625,1852.227294921875,1.0915838479995728,1.2642544507980347,144.38900756835938,4396.43994140625
2023-06-30,91.36971282958984,30477.251953125,1933.18896484375,1.0868029594421387,1.2614636421203613,144.77999877929688,4450.3798828125
2023-07-01,,30590.078125,1924.56591796875,,,,
2023-07-02,,30620.76953125,1937.4383544921875,,,,
2023-07-03,91.2621841430664,31156.439453125,1955.38916015625,1.0907504558563232,1.2693254947662354,144.3979949951172,4455.58984375
2023-07-04,,30777.58203125,1936.633544921875,1.091309905052185,1.269293189048767,144.58399963378906,
2023-07-05,90.85063934326172,30514.166015625,1910.5880126953125,1.0884946584701538,1.2717629671096802,144.406005859375,4446.81982421875
2023-07-06,90.26145935058594,29909.337890625,1848.636474609375,1.0856584310531616,1.2704542875289917,144.48899841308594,4411.58984375
2023-07-07,90.28015899658203,30342.265625,1870.6025390625,1.0890636444091797,1.2742749452590942,143.9510040283203,4398.9501953125
2023-07-08,,30292.541015625,1865.53955078125,,,,
2023-07-09,,30171.234375,1863.009765625,,,,
2023-07-10,90.53268432617188,30414.470703125,1880.556396484375,1.0969723463058472,1.2838947772979736,142.20899963378906,4409.52978515625
2023-07-11,90.72905731201172,30620.951171875,1878.3360595703125,1.100594401359558,1.2864713668823242,141.2969970703125,4439.259765625
2023-07-12,91.46792602539062,30391.646484375,1872.11376953125,1.101406455039978,1.2934770584106445,140.1179962158203,4472.16015625
2023-07-13,92.03842163085938,31476.048828125,2006.511474609375,1.1144545078277588,1.29962956905365,138.31500244140625,4510.0400390625
2023-07-14,91.59886169433594,30334.068359375,1939.3470458984375,1.1223469972610474,1.3128528594970703,138.0749969482422,4505.419921875
2023-07-15,,30295.806640625,1931.466552734375,,,,
2023-07-16,,30249.1328125,1923.681884765625,,,,
2023-07-17,91.70172119140625,30145.888671875,1911.6461181640625,1.1227755546569824,1.3090204000473022,138.6820068359375,4522.7900390625
2023-07-18,91.77656555175781,29856.5625,1897.5992431640625,1.1237596273422241,1.307172417640686,138.72900390625,4554.97998046875
2023-07-19,92.0571517944336,29913.923828125,1889.0079345703125,1.1228890419006348,1.303508996963501,139.02699279785156,4565.72021484375
2023-07-20,91.58016967773438,29792.015625,1890.9691162109375,1.120523452758789,1.2939791679382324,139.59800720214844,4534.8701171875
2023-07-21,91.64562225341797,29908.744140625,1892.080078125,1.113709807395935,1.2872332334518433,139.86399841308594,4536.33984375
2023-07-22,,29771.802734375,1864.912353515625,,,,
2023-07-23,,30084.5390625,1889.191650390625,,,,
2023-07-24,91.47727966308594,29176.916015625,1850.0020751953125,1.112532615661621,1.2853471040725708,141.75,4554.64013671875
2023-07-25,91.37438201904297,29227.390625,1857.741943359375,1.1063170433044434,1.281262755393982,141.52200317382812,4567.4599609375
2023-07-26,91.67367553710938,29354.97265625,1872.159912109375,1.1050456762313843,1.2893908023834229,140.91299438476562,4566.75
2023-07-27,90.8880615234375,29210.689453125,1860.357177734375,1.1078368425369263,1.292724609375,140.36700439453125,4537.41015625
2023-07-28,91.24345397949219,29319.24609375,1874.744873046875,1.0978755950927734,1.2793776988983154,138.86399841308594,4582.22998046875
2023-07-29,,29356.91796875,1881.06884765625,,,,
2023-07-30,,29275.30859375,1861.643798828125,,,,
2023-07-31,91.35570526123047,29230.111328125,1856.162353515625,1.1024264097213745,1.2853965759277344,140.75799560546875,4588.9599609375
